eng_source,eng_idColName,eng_iden,eng_text,eng_startByte,eng_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng,translations,occurrences
exp,exp_name,gregory,Gregory,11921,11928,13,22,1,M_45,"'Gregory wagged his heavy, red head with a slow and sad smile.'","'Gregory, lentement, branla sa lourde tete fauve, en souriant avec melancolie.'",107,aligned,10633,10710,11921,11982,"Gregory, lentement, branla sa lourde tete fauve, en souriant avec melancolie.
","Gregory wagged his heavy, red head with a slow and sad smile.
",['Gregoire'],"[(None, None, None)]"
pdnc,qID,Q7-1,we,12011,12013,13,23,1,M_46,"""And even then,"" he said, ""we poets always ask the question, And what is Victoria now that you have got there?'","-- Et nous, dit-il, nous autres, les poetes, en arrivant a Victoria, nous nous disons : << Qu'est-ce donc que Victoria, maintenant que nous y sommes ?",108,aligned,10712,10862,11985,12095,"-- Et nous, dit-il, nous autres, les poetes, en arrivant a Victoria, nous nous disons : << Qu'est-ce donc que Victoria, maintenant que nous y sommes ? ","And even then,"" he said, ""we poets always ask the question,  And what
is Victoria now that you have got there?'","['nous', 'on']","[('nous', 10718, 10722), ('nous', 10732, 10736), ('nous', 10781, 10785), ('nous', 10786, 10790), ('nous', 10847, 10851)]"
pdnc,qID,Q7-1,you,12076,12079,9,23,1,M_47,"""And even then,"" he said, ""we poets always ask the question, And what is Victoria now that you have got there?'","-- Et nous, dit-il, nous autres, les poetes, en arrivant a Victoria, nous nous disons : << Qu'est-ce donc que Victoria, maintenant que nous y sommes ?",108,aligned,10712,10862,11985,12095,"-- Et nous, dit-il, nous autres, les poetes, en arrivant a Victoria, nous nous disons : << Qu'est-ce donc que Victoria, maintenant que nous y sommes ? ","And even then,"" he said, ""we poets always ask the question,  And what
is Victoria now that you have got there?'","['tu', 'vous']","[(None, None, None)]"
pdnc,qID,Q7-1,You,12097,12100,9,23,1,M_48,You think Victoria is like the New Jerusalem. ~~~ We know that the New Jerusalem will only be like Victoria.,">> Victoria vous apparait comme la Jerusalem Nouvelle : et nous, la Jerusalem Nouvelle nous apparait simplement comme une autre et toute pareille Victoria.",109,aligned,10866,11018,12097,12201,"Victoria vous apparait comme la Jerusalem Nouvelle : et nous, la Jerusalem Nouvelle nous apparait simplement comme une autre et toute pareille Victoria. ","You think Victoria is like
the New Jerusalem. We know that the New Jerusalem will only be like
Victoria. ",['Toi'],"[(None, None, None)]"
pdnc,qID,Q7-1,We,12143,12145,13,23,1,M_49,You think Victoria is like the New Jerusalem. ~~~ We know that the New Jerusalem will only be like Victoria.,">> Victoria vous apparait comme la Jerusalem Nouvelle : et nous, la Jerusalem Nouvelle nous apparait simplement comme une autre et toute pareille Victoria.",109,aligned,10866,11018,12097,12201,"Victoria vous apparait comme la Jerusalem Nouvelle : et nous, la Jerusalem Nouvelle nous apparait simplement comme une autre et toute pareille Victoria. ","You think Victoria is like
the New Jerusalem. We know that the New Jerusalem will only be like
Victoria. ",['Nous'],"[('Nous', 10922, 10926), ('Nous', 10950, 10954)]"
exp,exp_name,syme,Syme,12320,12324,9,24,1,M_50,"""There again,"" said Syme irritably, ""what is there poetical about being in revolt?","-- Encore une fois, s'ecria Syme irrite, qu'y a-t-il de poetique dans la revolte ?",112,aligned,11113,11195,12301,12382,"-- Encore une fois, s'ecria Syme irrite, qu'y a-t-il de poetique dans la revolte ? ","There again,"" said Syme irritably, ""what is there poetical about being
in revolt? ",['Symer'],"[(None, None, None)]"
pdnc,qID,Q8-1,You,12383,12386,13,24,1,M_51,You might as well say that it is poetical to be sea-sick.,Autant dire que le mal de mer est poetique !,113,aligned,11196,11240,12383,12440,Autant dire que le mal de mer est poetique ! ,"You might as well say that it is poetical to be sea-sick.
",['Toi'],"[(None, None, None)]"
booknlp,COREF,93,I,12565,12566,9,24,1,M_52,Both being sick and being rebellious may be the wholesome thing on certain desperate occasions; but I'm hanged if I can see why they are poetical.,"Dans certains cas desesperes, il se peut que la maladie et la revolte soient des signes de sante, mais que je sois pendu si j'y vois la moindre poesie !",115,aligned,11269,11421,12465,12611,"Dans certains cas desesperes, il se peut que la maladie et la revolte soient des signes de sante, mais que je sois pendu si j'y vois la moindre poesie ! ","Both being sick and being rebellious may be the
wholesome thing on certain desperate occasions; but I'm hanged if I can
see why they are poetical. ","['je', ""j'""]","[('je', 11376, 11378), (""j'"", 11393, 11395)]"
booknlp,COREF,93,I,12579,12580,9,24,1,M_53,Both being sick and being rebellious may be the wholesome thing on certain desperate occasions; but I'm hanged if I can see why they are poetical.,"Dans certains cas desesperes, il se peut que la maladie et la revolte soient des signes de sante, mais que je sois pendu si j'y vois la moindre poesie !",115,aligned,11269,11421,12465,12611,"Dans certains cas desesperes, il se peut que la maladie et la revolte soient des signes de sante, mais que je sois pendu si j'y vois la moindre poesie ! ","Both being sick and being rebellious may be the
wholesome thing on certain desperate occasions; but I'm hanged if I can
see why they are poetical. ","['je', ""j'""]","[('je', 11376, 11378), (""j'"", 11393, 11395)]"
exp,exp_name,syme,Syme,12727,12731,9,25,1,M_54,"The girl winced for a flash at the unpleasant word, but Syme was too hot to heed her.","La jeune fille, a ce mot choquant, fit la grimace, mais Syme etait trop emporte pour y prendre garde.",119,aligned,11491,11592,12671,12756,"La jeune fille, a ce mot choquant, fit la grimace, mais Syme etait trop emporte pour y prendre garde.
","The girl winced for a flash at the unpleasant word, but Syme was too
hot to heed her.
",['Symer'],"[(None, None, None)]"
booknlp,COREF,93,he,12786,12788,9,26,1,M_55,"""It is things going right,"" he cried, ""that is poetical! Our digestions, for instance, going sacredly and silently right, that is the foundation of all poetry.","C'est le cours normal des choses qui est poetique ! La digestion, par exemple, qui s'accomplit a souhait dans un silence sacre, voila le principe de toute poesie.",118,aligned,11597,11759,12759,12917,"C'est le cours normal des choses qui est poetique ! La digestion, par exemple, qui s'accomplit a souhait dans un silence sacre, voila le principe de toute poesie. ","It is things going right,"" he cried, ""that is poetical! Our
digestions, for instance, going sacredly and silently right, that is
the foundation of all poetry. ",['il'],"[(None, None, None)]"
exp,exp_name,gregory,Gregory,13082,13089,13,27,1,M_56,"""Really,"" said Gregory superciliously, ""the examples you choose "" ""I beg your pardon,"" said Syme grimly, ""I forgot we had abolished all conventions.""","-- Vraiment, observa Gregory avec hauteur, les exemples que vous choisissez... -- Je vous demande pardon, dit Syme amerement, j'avais oublie que toutes les conventions etaient abolies entre nous.",121,aligned,11921,12117,13068,13216,"-- Vraiment, observa Gregory avec hauteur, les exemples que vous choisissez...

-- Je vous demande pardon, dit Syme amerement, j'avais oublie que toutes les conventions etaient abolies entre nous.
","Really,"" said Gregory superciliously, ""the examples you choose ""

""I beg your pardon,"" said Syme grimly, ""I forgot we had abolished all
conventions.""",['Gregoire'],"[(None, None, None)]"
pdnc,qID,Q10-1,you,13120,13123,9,27,1,M_57,"""Really,"" said Gregory superciliously, ""the examples you choose "" ""I beg your pardon,"" said Syme grimly, ""I forgot we had abolished all conventions.""","-- Vraiment, observa Gregory avec hauteur, les exemples que vous choisissez... -- Je vous demande pardon, dit Syme amerement, j'avais oublie que toutes les conventions etaient abolies entre nous.",121,aligned,11921,12117,13068,13216,"-- Vraiment, observa Gregory avec hauteur, les exemples que vous choisissez...

-- Je vous demande pardon, dit Syme amerement, j'avais oublie que toutes les conventions etaient abolies entre nous.
","Really,"" said Gregory superciliously, ""the examples you choose ""

""I beg your pardon,"" said Syme grimly, ""I forgot we had abolished all
conventions.""","['tu', 'vous']","[('vous', 11981, 11985), ('vous', 12007, 12011)]"
booknlp,COREF,93,I,13135,13136,9,28,1,M_58,"""Really,"" said Gregory superciliously, ""the examples you choose "" ""I beg your pardon,"" said Syme grimly, ""I forgot we had abolished all conventions.""","-- Vraiment, observa Gregory avec hauteur, les exemples que vous choisissez... -- Je vous demande pardon, dit Syme amerement, j'avais oublie que toutes les conventions etaient abolies entre nous.",121,aligned,11921,12117,13068,13216,"-- Vraiment, observa Gregory avec hauteur, les exemples que vous choisissez...

-- Je vous demande pardon, dit Syme amerement, j'avais oublie que toutes les conventions etaient abolies entre nous.
","Really,"" said Gregory superciliously, ""the examples you choose ""

""I beg your pardon,"" said Syme grimly, ""I forgot we had abolished all
conventions.""","['je', ""j'""]","[('je', 12004, 12006), (""j'"", 12048, 12050)]"
pdnc,qID,Q11-0,your,13141,13145,13,28,1,M_59,"""Really,"" said Gregory superciliously, ""the examples you choose "" ""I beg your pardon,"" said Syme grimly, ""I forgot we had abolished all conventions.""","-- Vraiment, observa Gregory avec hauteur, les exemples que vous choisissez... -- Je vous demande pardon, dit Syme amerement, j'avais oublie que toutes les conventions etaient abolies entre nous.",121,aligned,11921,12117,13068,13216,"-- Vraiment, observa Gregory avec hauteur, les exemples que vous choisissez...

-- Je vous demande pardon, dit Syme amerement, j'avais oublie que toutes les conventions etaient abolies entre nous.
","Really,"" said Gregory superciliously, ""the examples you choose ""

""I beg your pardon,"" said Syme grimly, ""I forgot we had abolished all
conventions.""","['ton', 'ta', 'tes', 'votre', 'vos']","[(None, None, None)]"
exp,exp_name,syme,Syme,13160,13164,9,28,1,M_60,"""Really,"" said Gregory superciliously, ""the examples you choose "" ""I beg your pardon,"" said Syme grimly, ""I forgot we had abolished all conventions.""","-- Vraiment, observa Gregory avec hauteur, les exemples que vous choisissez... -- Je vous demande pardon, dit Syme amerement, j'avais oublie que toutes les conventions etaient abolies entre nous.",121,aligned,11921,12117,13068,13216,"-- Vraiment, observa Gregory avec hauteur, les exemples que vous choisissez...

-- Je vous demande pardon, dit Syme amerement, j'avais oublie que toutes les conventions etaient abolies entre nous.
","Really,"" said Gregory superciliously, ""the examples you choose ""

""I beg your pardon,"" said Syme grimly, ""I forgot we had abolished all
conventions.""",['Symer'],"[(None, None, None)]"
booknlp,COREF,93,I,13174,13175,9,28,1,M_61,"""Really,"" said Gregory superciliously, ""the examples you choose "" ""I beg your pardon,"" said Syme grimly, ""I forgot we had abolished all conventions.""","-- Vraiment, observa Gregory avec hauteur, les exemples que vous choisissez... -- Je vous demande pardon, dit Syme amerement, j'avais oublie que toutes les conventions etaient abolies entre nous.",121,aligned,11921,12117,13068,13216,"-- Vraiment, observa Gregory avec hauteur, les exemples que vous choisissez...

-- Je vous demande pardon, dit Syme amerement, j'avais oublie que toutes les conventions etaient abolies entre nous.
","Really,"" said Gregory superciliously, ""the examples you choose ""

""I beg your pardon,"" said Syme grimly, ""I forgot we had abolished all
conventions.""","['je', ""j'""]","[('je', 12004, 12006), (""j'"", 12048, 12050)]"
exp,exp_name,gregory,Gregory,13262,13269,13,29,1,M_62,For the first time a red patch appeared on Gregory's forehead.,"Pour la premiere fois, le rouge monta au front de Gregory.",122,aligned,12119,12177,13219,13281,"Pour la premiere fois, le rouge monta au front de Gregory.
","For the first time a red patch appeared on Gregory's forehead.
",['Gregoire'],"[(None, None, None)]"
pdnc,qID,Q12-0,You,13284,13287,9,30,1,M_63,"""You don't expect me,"" he said, ""to revolutionise society on this lawn?""","'-- Vous n'attendez pas de moi, fit-il, que je revolutionne la societe sur cette pelouse !'",123,aligned,12179,12268,13284,13354,"-- Vous n'attendez pas de moi, fit-il, que je revolutionne la societe sur cette pelouse !
","You don't expect me,"" he said, ""to revolutionise society on this
lawn?""",['Toi'],"[(None, None, None)]"
exp,exp_name,syme,Syme,13357,13361,9,31,1,M_64,Syme looked straight into his eyes and smiled sweetly.,Syme le regarda en face et sourit :,124,aligned,12270,12305,13357,13411,"Syme le regarda en face et sourit :
","Syme looked straight into his eyes and smiled sweetly.
",['Symer'],"[(None, None, None)]"
booknlp,COREF,93,I,13418,13419,9,32,1,M_65,"""No, I don't,"" he said; ""but I suppose that if you were serious about your anarchism, that is exactly what you would do.""","'-- Non, je ne vous demande rien de tel. C'est pourtant ce que vous feriez, je pense, si vous etiez un anarchiste serieux.'",125,aligned,12307,12428,13414,13533,"-- Non, je ne vous demande rien de tel. C'est pourtant ce que vous feriez, je pense, si vous etiez un anarchiste serieux.
","No, I don't,"" he said; ""but I suppose that if you were serious about
your anarchism, that is exactly what you would do.""","['je', ""j'""]","[('je', 12315, 12317), ('je', 12382, 12384)]"
booknlp,COREF,93,he,13428,13430,9,32,1,M_66,"""No, I don't,"" he said; ""but I suppose that if you were serious about your anarchism, that is exactly what you would do.""","'-- Non, je ne vous demande rien de tel. C'est pourtant ce que vous feriez, je pense, si vous etiez un anarchiste serieux.'",125,aligned,12307,12428,13414,13533,"-- Non, je ne vous demande rien de tel. C'est pourtant ce que vous feriez, je pense, si vous etiez un anarchiste serieux.
","No, I don't,"" he said; ""but I suppose that if you were serious about
your anarchism, that is exactly what you would do.""",['il'],"[(None, None, None)]"
