eng_source,eng_idColName,eng_iden,eng_text,eng_startByte,eng_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng,fr_text,fr_startByte,fr_endByte
pdnc,qID,Q35-1,you,20171,20174,0,53,2,M_440,"""Would _you_ like cats if you were me?""","""<< Et vous, les aimeriez-vous si vous etiez a ma place ? >>""",178,aligned,21596,21649,20146,20183,"Et vous, les aimeriez-vous si vous etiez a ma place ? ","Would _you_ like cats if you were me?""",,,
booknlp,COREF,26,me,20180,20182,18,53,2,M_441,"""Would _you_ like cats if you were me?""","""<< Et vous, les aimeriez-vous si vous etiez a ma place ? >>""",178,aligned,21596,21649,20146,20183,"Et vous, les aimeriez-vous si vous etiez a ma place ? ","Would _you_ like cats if you were me?""",ma,21639.0,21641.0
exp,exp_name,alice,Alice,20212,20217,0,54,2,M_442,"""Well, perhaps not,"" said Alice in a soothing tone:","""<< Non, sans doute, >> dit Alice d'une voix caressante, pour l'apaiser.""",179,aligned,21656,21724,20187,20237,"Non, sans doute, >> dit Alice d'une voix caressante, pour l'apaiser. ","Well, perhaps not,"" said Alice in a soothing tone: ",Alice,21680.0,21685.0
booknlp,COREF,40,I,20272,20273,0,54,2,M_443,"""don't be angry about it. And yet I wish I could show you our cat Dinah: I think you'd take a fancy to cats if you could only see her.'","""<< Ne vous fachez pas. Pourtant je voudrais bien vous montrer Dinah, notre chatte. Oh ! ~~~ si vous la voyiez, je suis sure que vous prendriez de l'affection pour les chats. ~~~ Dinah est si douce et si gentille.""",180,aligned,21728,21929,20239,20372,"Ne vous fachez pas. Pourtant je voudrais bien vous montrer Dinah, notre chatte. Oh ! si vous la voyiez, je suis sure que vous prendriez de l'affection pour les chats. Dinah est si douce et si gentille. ",don't be angry about it. And yet I wish I could show you our cat Dinah: I think you'd take a fancy to cats if you could only see her. ,je,21757.0,21759.0
booknlp,COREF,40,I,20279,20280,0,54,2,M_444,"""don't be angry about it. And yet I wish I could show you our cat Dinah: I think you'd take a fancy to cats if you could only see her.'","""<< Ne vous fachez pas. Pourtant je voudrais bien vous montrer Dinah, notre chatte. Oh ! ~~~ si vous la voyiez, je suis sure que vous prendriez de l'affection pour les chats. ~~~ Dinah est si douce et si gentille.""",180,aligned,21728,21929,20239,20372,"Ne vous fachez pas. Pourtant je voudrais bien vous montrer Dinah, notre chatte. Oh ! si vous la voyiez, je suis sure que vous prendriez de l'affection pour les chats. Dinah est si douce et si gentille. ",don't be angry about it. And yet I wish I could show you our cat Dinah: I think you'd take a fancy to cats if you could only see her. ,je,21757.0,21759.0
pdnc,qID,Q36-1,you,20292,20295,18,54,2,M_445,"""don't be angry about it. And yet I wish I could show you our cat Dinah: I think you'd take a fancy to cats if you could only see her.'","""<< Ne vous fachez pas. Pourtant je voudrais bien vous montrer Dinah, notre chatte. Oh ! ~~~ si vous la voyiez, je suis sure que vous prendriez de l'affection pour les chats. ~~~ Dinah est si douce et si gentille.""",180,aligned,21728,21929,20239,20372,"Ne vous fachez pas. Pourtant je voudrais bien vous montrer Dinah, notre chatte. Oh ! si vous la voyiez, je suis sure que vous prendriez de l'affection pour les chats. Dinah est si douce et si gentille. ",don't be angry about it. And yet I wish I could show you our cat Dinah: I think you'd take a fancy to cats if you could only see her. ,vous,21774.0,21778.0
pdnc,qID,Q36-1,our cat Dinah,20296,20309,32,54,2,M_446,"""don't be angry about it. And yet I wish I could show you our cat Dinah: I think you'd take a fancy to cats if you could only see her.'","""<< Ne vous fachez pas. Pourtant je voudrais bien vous montrer Dinah, notre chatte. Oh ! ~~~ si vous la voyiez, je suis sure que vous prendriez de l'affection pour les chats. ~~~ Dinah est si douce et si gentille.""",180,aligned,21728,21929,20239,20372,"Ne vous fachez pas. Pourtant je voudrais bien vous montrer Dinah, notre chatte. Oh ! si vous la voyiez, je suis sure que vous prendriez de l'affection pour les chats. Dinah est si douce et si gentille. ",don't be angry about it. And yet I wish I could show you our cat Dinah: I think you'd take a fancy to cats if you could only see her. ,notre chatte,21794.0,21806.0
booknlp,COREF,40,I,20311,20312,0,54,2,M_447,"""don't be angry about it. And yet I wish I could show you our cat Dinah: I think you'd take a fancy to cats if you could only see her.'","""<< Ne vous fachez pas. Pourtant je voudrais bien vous montrer Dinah, notre chatte. Oh ! ~~~ si vous la voyiez, je suis sure que vous prendriez de l'affection pour les chats. ~~~ Dinah est si douce et si gentille.""",180,aligned,21728,21929,20239,20372,"Ne vous fachez pas. Pourtant je voudrais bien vous montrer Dinah, notre chatte. Oh ! si vous la voyiez, je suis sure que vous prendriez de l'affection pour les chats. Dinah est si douce et si gentille. ",don't be angry about it. And yet I wish I could show you our cat Dinah: I think you'd take a fancy to cats if you could only see her. ,je,21832.0,21834.0
pdnc,qID,Q36-1,you,20319,20322,18,54,2,M_448,"""don't be angry about it. And yet I wish I could show you our cat Dinah: I think you'd take a fancy to cats if you could only see her.'","""<< Ne vous fachez pas. Pourtant je voudrais bien vous montrer Dinah, notre chatte. Oh ! ~~~ si vous la voyiez, je suis sure que vous prendriez de l'affection pour les chats. ~~~ Dinah est si douce et si gentille.""",180,aligned,21728,21929,20239,20372,"Ne vous fachez pas. Pourtant je voudrais bien vous montrer Dinah, notre chatte. Oh ! si vous la voyiez, je suis sure que vous prendriez de l'affection pour les chats. Dinah est si douce et si gentille. ",don't be angry about it. And yet I wish I could show you our cat Dinah: I think you'd take a fancy to cats if you could only see her. ,vous,21849.0,21853.0
pdnc,qID,Q36-1,you,20349,20352,18,54,2,M_449,"""don't be angry about it. And yet I wish I could show you our cat Dinah: I think you'd take a fancy to cats if you could only see her.'","""<< Ne vous fachez pas. Pourtant je voudrais bien vous montrer Dinah, notre chatte. Oh ! ~~~ si vous la voyiez, je suis sure que vous prendriez de l'affection pour les chats. ~~~ Dinah est si douce et si gentille.""",180,aligned,21728,21929,20239,20372,"Ne vous fachez pas. Pourtant je voudrais bien vous montrer Dinah, notre chatte. Oh ! si vous la voyiez, je suis sure que vous prendriez de l'affection pour les chats. Dinah est si douce et si gentille. ",don't be angry about it. And yet I wish I could show you our cat Dinah: I think you'd take a fancy to cats if you could only see her. ,vous,21816.0,21820.0
pdnc,qID,Q36-1,her,20368,20371,32,54,2,M_450,"""don't be angry about it. And yet I wish I could show you our cat Dinah: I think you'd take a fancy to cats if you could only see her.'","""<< Ne vous fachez pas. Pourtant je voudrais bien vous montrer Dinah, notre chatte. Oh ! ~~~ si vous la voyiez, je suis sure que vous prendriez de l'affection pour les chats. ~~~ Dinah est si douce et si gentille.""",180,aligned,21728,21929,20239,20372,"Ne vous fachez pas. Pourtant je voudrais bien vous montrer Dinah, notre chatte. Oh ! si vous la voyiez, je suis sure que vous prendriez de l'affection pour les chats. Dinah est si douce et si gentille. ",don't be angry about it. And yet I wish I could show you our cat Dinah: I think you'd take a fancy to cats if you could only see her. ,la,21821.0,21823.0
pdnc,qID,Q36-1,She,20373,20376,32,54,2,M_451,"She is such a dear quiet thing,"" Alice went on, half to herself, as she swam lazily about in the pool, ""and she sits purring so nicely by the fire, licking her paws and washing her face--and she is such a nice soft thing to nurse--and she's such a capital one for catching mice--oh, I beg your pardon!""",">> Tout en nageant nonchalamment dans la mare et parlant moitie a part soi, moitie a la Souris, Alice continua : << Elle se tient si gentiment aupres du feu a faire son rouet, a se lecher les pattes, et a se debarbouiller ; son poil est si doux a caresser ; et comme elle attrape bien les souris ! ~~~ -- Oh ! ~~~ pardon !",181,aligned,21933,22246,20373,20674,"Tout en nageant nonchalamment dans la mare et parlant moitie a part soi, moitie a la Souris, Alice continua : << Elle se tient si gentiment aupres du feu a faire son rouet, a se lecher les pattes, et a se debarbouiller ;


son poil est si doux a caresser ; et comme elle attrape bien les souris ! -- Oh ! pardon ! ","She is such a dear quiet thing,"" Alice went on, half to herself, as she swam lazily about in the pool, ""and she sits purring so nicely by the fire, licking her paws and washing her face--and she is such a nice soft thing to nurse--and she's such a capital one for catching mice--oh, I beg your pardon!""",Elle,22046.0,22050.0
exp,exp_name,alice,Alice,20406,20411,0,54,2,M_452,"She is such a dear quiet thing,"" Alice went on, half to herself, as she swam lazily about in the pool, ""and she sits purring so nicely by the fire, licking her paws and washing her face--and she is such a nice soft thing to nurse--and she's such a capital one for catching mice--oh, I beg your pardon!""",">> Tout en nageant nonchalamment dans la mare et parlant moitie a part soi, moitie a la Souris, Alice continua : << Elle se tient si gentiment aupres du feu a faire son rouet, a se lecher les pattes, et a se debarbouiller ; son poil est si doux a caresser ; et comme elle attrape bien les souris ! ~~~ -- Oh ! ~~~ pardon !",181,aligned,21933,22246,20373,20674,"Tout en nageant nonchalamment dans la mare et parlant moitie a part soi, moitie a la Souris, Alice continua : << Elle se tient si gentiment aupres du feu a faire son rouet, a se lecher les pattes, et a se debarbouiller ;


son poil est si doux a caresser ; et comme elle attrape bien les souris ! -- Oh ! pardon ! ","She is such a dear quiet thing,"" Alice went on, half to herself, as she swam lazily about in the pool, ""and she sits purring so nicely by the fire, licking her paws and washing her face--and she is such a nice soft thing to nurse--and she's such a capital one for catching mice--oh, I beg your pardon!""",,,
booknlp,COREF,40,herself,20429,20436,0,54,2,M_453,"She is such a dear quiet thing,"" Alice went on, half to herself, as she swam lazily about in the pool, ""and she sits purring so nicely by the fire, licking her paws and washing her face--and she is such a nice soft thing to nurse--and she's such a capital one for catching mice--oh, I beg your pardon!""",">> Tout en nageant nonchalamment dans la mare et parlant moitie a part soi, moitie a la Souris, Alice continua : << Elle se tient si gentiment aupres du feu a faire son rouet, a se lecher les pattes, et a se debarbouiller ; son poil est si doux a caresser ; et comme elle attrape bien les souris ! ~~~ -- Oh ! ~~~ pardon !",181,aligned,21933,22246,20373,20674,"Tout en nageant nonchalamment dans la mare et parlant moitie a part soi, moitie a la Souris, Alice continua : << Elle se tient si gentiment aupres du feu a faire son rouet, a se lecher les pattes, et a se debarbouiller ;


son poil est si doux a caresser ; et comme elle attrape bien les souris ! -- Oh ! pardon ! ","She is such a dear quiet thing,"" Alice went on, half to herself, as she swam lazily about in the pool, ""and she sits purring so nicely by the fire, licking her paws and washing her face--and she is such a nice soft thing to nurse--and she's such a capital one for catching mice--oh, I beg your pardon!""",se,22051.0,22053.0
booknlp,COREF,40,she,20441,20444,0,54,2,M_454,"She is such a dear quiet thing,"" Alice went on, half to herself, as she swam lazily about in the pool, ""and she sits purring so nicely by the fire, licking her paws and washing her face--and she is such a nice soft thing to nurse--and she's such a capital one for catching mice--oh, I beg your pardon!""",">> Tout en nageant nonchalamment dans la mare et parlant moitie a part soi, moitie a la Souris, Alice continua : << Elle se tient si gentiment aupres du feu a faire son rouet, a se lecher les pattes, et a se debarbouiller ; son poil est si doux a caresser ; et comme elle attrape bien les souris ! ~~~ -- Oh ! ~~~ pardon !",181,aligned,21933,22246,20373,20674,"Tout en nageant nonchalamment dans la mare et parlant moitie a part soi, moitie a la Souris, Alice continua : << Elle se tient si gentiment aupres du feu a faire son rouet, a se lecher les pattes, et a se debarbouiller ;


son poil est si doux a caresser ; et comme elle attrape bien les souris ! -- Oh ! pardon ! ","She is such a dear quiet thing,"" Alice went on, half to herself, as she swam lazily about in the pool, ""and she sits purring so nicely by the fire, licking her paws and washing her face--and she is such a nice soft thing to nurse--and she's such a capital one for catching mice--oh, I beg your pardon!""",elle,22046.0,22050.0
pdnc,qID,Q36-2,she,20481,20484,32,54,2,M_455,"She is such a dear quiet thing,"" Alice went on, half to herself, as she swam lazily about in the pool, ""and she sits purring so nicely by the fire, licking her paws and washing her face--and she is such a nice soft thing to nurse--and she's such a capital one for catching mice--oh, I beg your pardon!""",">> Tout en nageant nonchalamment dans la mare et parlant moitie a part soi, moitie a la Souris, Alice continua : << Elle se tient si gentiment aupres du feu a faire son rouet, a se lecher les pattes, et a se debarbouiller ; son poil est si doux a caresser ; et comme elle attrape bien les souris ! ~~~ -- Oh ! ~~~ pardon !",181,aligned,21933,22246,20373,20674,"Tout en nageant nonchalamment dans la mare et parlant moitie a part soi, moitie a la Souris, Alice continua : << Elle se tient si gentiment aupres du feu a faire son rouet, a se lecher les pattes, et a se debarbouiller ;


son poil est si doux a caresser ; et comme elle attrape bien les souris ! -- Oh ! pardon ! ","She is such a dear quiet thing,"" Alice went on, half to herself, as she swam lazily about in the pool, ""and she sits purring so nicely by the fire, licking her paws and washing her face--and she is such a nice soft thing to nurse--and she's such a capital one for catching mice--oh, I beg your pardon!""",Elle,22046.0,22050.0
